Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Renda_Bruta_€
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,53,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,54,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,55,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,56,130213
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,57,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,58,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,59,123113
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,60,153137
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,61,82288
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,62,125249
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,63,119789
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,64,105027
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,65,99633
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,66,132184
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,67,112803
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,68,95505
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,69,97485
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,70,90026
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,71,82807
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,72,102386
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,73,89553
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,74,112973
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,75,91752
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,76,99223
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,77,126221
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,78,112510
2023,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,79,105389
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80,79438
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,81,81131
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,82,73516
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,83,77053
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,84,78920
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,85,73186
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,86,79691
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,87,79275
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,88,87106
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,89,87788
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,90,73549
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,91,81330
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,92,129725
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,93,93811
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,94,115679
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,95,74375
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,96,67818
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,97,88024
2023,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,98,75346
2023,6,Gràcia,28,Vallcarca i els Penitents,1,62984
2023,6,Gràcia,28,Vallcarca i els Penitents,2,58288
2023,6,Gràcia,28,Vallcarca i els Penitents,3,58473
2023,6,Gràcia,28,Vallcarca i els Penitents,4,62601
2023,6,Gràcia,28,Vallcarca i els Penitents,6,96178
2023,6,Gràcia,28,Vallcarca i els Penitents,7,74144
2023,6,Gràcia,28,Vallcarca i els Penitents,8,62572
2023,6,Gràcia,28,Vallcarca i els Penitents,9,104954
2023,6,Gràcia,28,Vallcarca i els Penitents,10,79281
2023,6,Gràcia,28,Vallcarca i els Penitents,11,74795
2023,6,Gràcia,28,Vallcarca i els Penitents,12,85143
2023,6,Gràcia,29,el Coll,13,61443
2023,6,Gràcia,29,el Coll,14,54961
2023,6,Gràcia,29,el Coll,15,52418
2023,6,Gràcia,29,el Coll,16,47948
2023,6,Gràcia,29,el Coll,17,53869
2023,6,Gràcia,30,la Salut,18,58101
2023,6,Gràcia,30,la Salut,19,61501
2023,6,Gràcia,30,la Salut,20,62661
2023,6,Gràcia,30,la Salut,21,75398
2023,6,Gràcia,30,la Salut,22,66938
2023,6,Gràcia,30,la Salut,23,83118
2023,6,Gràcia,30,la Salut,24,65457
2023,6,Gràcia,30,la Salut,25,67568
2023,6,Gràcia,30,la Salut,26,63509
2023,6,Gràcia,30,la Salut,27,71644
2023,6,Gràcia,31,la Vila de Gràcia,28,57473
2023,6,Gràcia,31,la Vila de Gràcia,29,62803
2023,6,Gràcia,31,la Vila de Gràcia,30,54752
2023,6,Gràcia,31,la Vila de Gràcia,31,56038
2023,6,Gràcia,31,la Vila de Gràcia,32,56024
2023,6,Gràcia,31,la Vila de Gràcia,33,60003
2023,6,Gràcia,31,la Vila de Gràcia,34,52573
2023,6,Gràcia,31,la Vila de Gràcia,35,76032
2023,6,Gràcia,31,la Vila de Gràcia,36,68114
2023,6,Gràcia,31,la Vila de Gràcia,37,67914
2023,6,Gràcia,31,la Vila de Gràcia,38,60808
2023,6,Gràcia,31,la Vila de Gràcia,39,55453
2023,6,Gràcia,31,la Vila de Gràcia,40,65474
2023,6,Gràcia,31,la Vila de Gràcia,41,73473
2023,6,Gràcia,31,la Vila de Gràcia,42,78121
2023,6,Gràcia,31,la Vila de Gràcia,43,70266
2023,6,Gràcia,31,la Vila de Gràcia,44,89867
2023,6,Gràcia,31,la Vila de Gràcia,45,62412
2023,6,Gràcia,31,la Vila de Gràcia,46,57794
2023,6,Gràcia,31,la Vila de Gràcia,47,51854
2023,6,Gràcia,31,la Vila de Gràcia,48,56616
2023,6,Gràcia,31,la Vila de Gràcia,49,62385
2023,6,Gràcia,31,la Vila de Gràcia,50,51013
2023,6,Gràcia,31,la Vila de Gràcia,51,57940
2023,6,Gràcia,31,la Vila de Gràcia,52,56113
2023,6,Gràcia,31,la Vila de Gràcia,53,60989
2023,6,Gràcia,31,la Vila de Gràcia,54,53845
2023,6,Gràcia,31,la Vila de Gràcia,55,58250
2023,6,Gràcia,31,la Vila de Gràcia,56,56046
2023,6,Gràcia,31,la Vila de Gràcia,57,49723
2023,6,Gràcia,31,la Vila de Gràcia,58,58129
2023,6,Gràcia,31,la Vila de Gràcia,59,53435
2023,6,Gràcia,31,la Vila de Gràcia,60,54728
2023,6,Gràcia,31,la Vila de Gràcia,61,57286
2023,6,Gràcia,31,la Vila de Gràcia,62,54649
2023,6,Gràcia,31,la Vila de Gràcia,63,56663
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,64,64469
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,65,70730
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,66,55903
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,67,58625
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,68,70881
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,69,65820
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,70,58545
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,71,69494
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,72,73390
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,73,60097
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,74,62961
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,75,73933
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,65443
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,56186
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,53004
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,58787
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,58978
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,57591
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,63752
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,64794
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,60000
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,66027
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,74629
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,68443
2023,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,62906
2023,7,Horta-Guinardó,33,el Baix Guinardó,1,67102
2023,7,Horta-Guinardó,33,el Baix Guinardó,2,46290
2023,7,Horta-Guinardó,33,el Baix Guinardó,3,60373
2023,7,Horta-Guinardó,33,el Baix Guinardó,4,52227
2023,7,Horta-Guinardó,33,el Baix Guinardó,5,50615
2023,7,Horta-Guinardó,33,el Baix Guinardó,6,59313
2023,7,Horta-Guinardó,33,el Baix Guinardó,7,53459
2023,7,Horta-Guinardó,33,el Baix Guinardó,8,62098
2023,7,Horta-Guinardó,33,el Baix Guinardó,9,51799
2023,7,Horta-Guinardó,33,el Baix Guinardó,10,61569
2023,7,Horta-Guinardó,33,el Baix Guinardó,11,52510
2023,7,Horta-Guinardó,33,el Baix Guinardó,12,49584
2023,7,Horta-Guinardó,33,el Baix Guinardó,13,62297
2023,7,Horta-Guinardó,33,el Baix Guinardó,14,48448
